publication,title,doi,n,nDyads,nFem,nMale,ageMean,ageSD,area,task,contrast,waveLen,samplRate,Hb,FqBand,coordinate source,probe,array,channelPaper,sync,x,y,z,reconstrQuality,selected
Canigueral 2021,Facial and neural mechanisms during interactive disclosure of biographical information,10.1016/j.neuroimage.2020.117572,30,15,22,8,28.2,7.33,communication,"answer to statement about oneself, answer shared vs not shared",prediction of partner's ISC from rTPJ during shared > private conditions,"780, 805, 830",27,HbR,whole,Digitizer(voxel),fronttempparRL,custom,57,0,57,22,-7,NA,0
Canigueral 2021,Facial and neural mechanisms during interactive disclosure of biographical information,10.1016/j.neuroimage.2020.117572,30,15,22,8,28.2,7.33,communication,"answer to statement about oneself, answer shared vs not shared",prediction of partner's ISC from rTPJ during shared > private conditions,"780, 805, 830",27,HbR,whole,Digitizer(voxel),fronttempparRL,custom,58,0,53,47,-4,NA,0
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07,VirtReg,frontRL,4x4,1,0,-23.62336,67.674457,-5.080658,NA,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07,VirtReg,frontRL,4x4,2,0,2.728088,68.108288,-3.596266,NA,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07,VirtReg,frontRL,4x4,3,0,27.507142,67.83177,-5.28591,NA,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07,VirtReg,frontRL,4x4,4,0,-36.503671,62.856645,3.614068,NA,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07,VirtReg,frontRL,4x4,5,0,-13.236777,71.960708,8.995907,NA,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07,VirtReg,frontRL,4x4,6,0,15.156856,71.217935,9.360267,NA,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07,VirtReg,frontRL,4x4,7,0,38.797014,62.956227,3.579507,NA,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07,VirtReg,frontRL,4x4,8,0,-23.780434,65.165959,19.869251,NA,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07,VirtReg,frontRL,4x4,9,0,3.000063,65.764221,21.512364,NA,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07,VirtReg,frontRL,4x4,10,1,25.533442,64.903073,19.465692,NA,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07,VirtReg,frontRL,4x4,11,0,-35.770003,51.175089,29.005904,NA,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07,VirtReg,frontRL,4x4,12,0,-11.51845,60.295605,35.011218,NA,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07,VirtReg,frontRL,4x4,13,0,13.93879,60.938537,33.524453,NA,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07,VirtReg,frontRL,4x4,14,0,37.855012,51.544706,29.111407,NA,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07,VirtReg,frontRL,4x4,15,0,-22.457859,46.967553,43.432599,NA,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07,VirtReg,frontRL,4x4,16,0,1.568235,50.069467,43.966241,NA,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07,VirtReg,frontRL,4x4,17,0,25.078772,47.487368,43.629295,NA,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07,VirtReg,frontRL,4x4,18,0,-35.361336,30.0449,49.954551,NA,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07,VirtReg,frontRL,4x4,19,0,-11.600882,40.62743,54.287833,NA,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07,VirtReg,frontRL,4x4,20,0,13.375123,40.111813,54.33294,NA,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07,VirtReg,frontRL,4x4,21,0,37.089442,30.165125,49.681289,NA,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07,VirtReg,frontRL,4x4,22,0,-22.405969,23.348343,60.870421,NA,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07,VirtReg,frontRL,4x4,23,0,2.357928,27.540874,59.428236,NA,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07,VirtReg,frontRL,4x4,24,0,24.444119,24.065625,59.90689,NA,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07, AtlasViewer,tempR,4x4,1,0,74.99,-30,12,1,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07, AtlasViewer,tempR,4x4,2,0,54.67,-46,15.66,1,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07, AtlasViewer,tempR,4x4,3,0,51,-72.66,5.33,1,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07, AtlasViewer,tempR,4x4,4,0,56,-19.01,20,1,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07, AtlasViewer,tempR,4x4,5,0,58.33,-46.01,27.33,1,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07, AtlasViewer,tempR,4x4,6,0,41,-55,23.01,1,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07, AtlasViewer,tempR,4x4,7,0,40,-85.66,12,1,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07, AtlasViewer,tempR,4x4,8,0,58,-36,39,1,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07, AtlasViewer,tempR,4x4,9,0,61,-58.67,38.66,1,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07, AtlasViewer,tempR,4x4,10,0,30.99,-62,28,1,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07, AtlasViewer,tempR,4x4,11,0,56.33,-17.33,47.33,1,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07, AtlasViewer,tempR,4x4,12,0,45.67,-41.33,46,1,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07, AtlasViewer,tempR,4x4,13,0,40,-59.66,42.01,1,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07, AtlasViewer,tempR,4x4,14,0,28.33,-68,34,1,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07, AtlasViewer,tempR,4x4,15,0,55.33,-27,60.67,1,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07, AtlasViewer,tempR,4x4,16,0,46.67,-49.33,59.67,1,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07, AtlasViewer,tempR,4x4,17,0,39.67,-70.34,53,1,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07, AtlasViewer,tempR,4x4,18,0,35.01,-18,54,1,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07, AtlasViewer,tempR,4x4,19,0,41.33,-41.33,61.67,1,1
Chen 2020 1,Neural alignment during face-to-face spontaneous deception: Does gender make a difference?,10.1002/hbm.25173,44,22,44,0,21.3,2.5,deception,"spontaneous sender–receiver deception task, females",female dyad ISC during deception > rest,NA,10,HbO,0.02 - 0.07, AtlasViewer,tempR,4x4,20,0,34,-55.33,51,1,1
